Employee_ID,Date,Department,Job_Role,Hours_Worked,Tasks_Completed,Performance_Score,Tasks_Per_Hour,Flagged,Year,Month
E00342,2023-12-08,Finance,Analyst,6.8,11,1.8,1.62,False,2023,12
E00343,2023-12-09,HR,Technician,4.2,3,3.94,0.71,False,2023,12
E00344,2023-12-10,HR,Developer,4.8,8,4.49,1.67,False,2023,12
E00345,2023-12-11,Finance,Technician,7.3,12,1.83,1.64,False,2023,12
E00346,2023-12-12,Sales,Analyst,11.7,8,1.81,0.68,False,2023,12
E00347,2023-12-13,Sales,Technician,4.9,10,2.0,2.04,False,2023,12
E00348,2023-12-14,Finance,Technician,11.5,14,3.47,1.22,False,2023,12
E00349,2023-12-15,Marketing,Developer,5.1,11,1.62,2.16,False,2023,12
E00350,2023-12-16,Finance,Analyst,6.5,12,1.43,1.85,False,2023,12
E00351,2023-12-17,Sales,Analyst,7.6,9,4.68,1.18,False,2023,12
E00352,2023-12-18,Engineering,Developer,5.7,19,3.7,3.33,False,2023,12
E00353,2023-12-19,Sales,Technician,7.9,10,3.65,1.27,False,2023,12
E00354,2023-12-20,HR,Technician,7.8,15,3.46,1.92,False,2023,12
E00355,2023-12-21,Sales,Technician,7.5,4,4.06,0.53,False,2023,12
E00356,2023-12-22,HR,Manager,9.6,16,3.17,1.67,False,2023,12
E00357,2023-12-23,Sales,Analyst,6.6,2,1.17,0.3,False,2023,12
E00358,2023-12-24,Finance,Consultant,6.4,19,2.93,2.97,False,2023,12
E00359,2023-12-25,HR,Technician,10.5,19,3.48,1.81,False,2023,12
E00360,2023-12-26,Engineering,Developer,4.9,20,2.97,4.08,True,2023,12
E00361,2023-12-27,Marketing,Manager,10.8,3,4.94,0.28,False,2023,12
E00362,2023-12-28,Finance,Technician,9.2,16,4.59,1.74,False,2023,12
E00363,2023-12-29,Marketing,Technician,9.4,7,4.48,0.74,False,2023,12
E00364,2023-12-30,Engineering,Analyst,5.3,17,2.96,3.21,False,2023,12
E00365,2023-12-31,Finance,Consultant,11.9,4,4.94,0.34,False,2023,12
E00366,2024-01-01,Engineering,Analyst,6.0,13,4.66,2.17,False,2024,1
E00367,2024-01-02,Finance,Technician,5.4,17,2.12,3.15,False,2024,1
E00368,2024-01-03,Marketing,Manager,5.3,10,1.89,1.89,False,2024,1
E00369,2024-01-04,HR,Developer,8.5,14,3.31,1.65,False,2024,1
E00370,2024-01-05,Sales,Technician,11.7,2,1.22,0.17,False,2024,1
E00371,2024-01-06,Engineering,Analyst,5.9,5,4.2,0.85,False,2024,1
E00372,2024-01-07,Marketing,Developer,7.2,5,2.91,0.69,False,2024,1
E00373,2024-01-08,Marketing,Analyst,5.5,7,3.16,1.27,False,2024,1
E00374,2024-01-09,Marketing,Manager,9.1,11,3.01,1.21,False,2024,1
E00375,2024-01-10,Finance,Manager,7.5,14,2.57,1.87,False,2024,1
E00376,2024-01-11,HR,Developer,4.2,19,3.75,4.52,True,2024,1
E00377,2024-01-12,Marketing,Analyst,8.9,15,1.7,1.69,False,2024,1
E00378,2024-01-13,Finance,Technician,5.6,5,4.91,0.89,False,2024,1
E00379,2024-01-14,Finance,Analyst,8.7,11,3.79,1.26,False,2024,1
E00380,2024-01-15,Sales,Manager,7.1,6,2.84,0.85,False,2024,1
E00381,2024-01-16,Marketing,Technician,9.6,3,3.76,0.31,False,2024,1
E00382,2024-01-17,Finance,Technician,5.6,16,1.05,2.86,False,2024,1
E00383,2024-01-18,Finance,Consultant,8.0177,11,1.84,1.1,False,2024,1
E00384,2024-01-19,Engineering,Consultant,10.5,6,3.32,0.57,False,2024,1
E00385,2024-01-20,Engineering,Manager,4.5,11,2.3,2.44,False,2024,1
E00386,2024-01-21,Finance,Analyst,4.8,2,3.45,0.42,False,2024,1
E00387,2024-01-22,HR,Technician,11.0,1,2.04,0.09,False,2024,1
E00388,2024-01-23,Engineering,Consultant,5.5,15,3.19,2.73,False,2024,1
E00389,2024-01-24,Sales,Manager,6.6,9,1.95,1.36,False,2024,1
E00390,2024-01-25,Marketing,Consultant,7.7,7,2.89,0.91,False,2024,1
E00391,2024-01-26,Sales,Developer,6.1,6,3.45,0.98,False,2024,1
E00392,2024-01-27,Marketing,Manager,10.9,19,2.46,1.74,False,2024,1
E00393,2024-01-28,Finance,Manager,8.2,6,3.0,0.73,False,2024,1
E00394,2024-01-29,Engineering,Analyst,9.1,16,1.84,1.76,False,2024,1
E00395,2024-01-30,HR,Technician,8.8,3,3.8,0.34,False,2024,1
E00396,2024-01-31,Finance,Developer,8.9,5,2.49,0.56,False,2024,1
E00397,2024-02-01,Engineering,Consultant,8.7,20,4.42,2.3,False,2024,2
E00398,2024-02-02,Engineering,Developer,6.8,14,2.12,2.06,False,2024,2
E00399,2024-02-03,Marketing,Manager,10.8,14,1.72,1.3,False,2024,2
E00400,2024-02-04,Engineering,Analyst,8.9,13,1.52,1.46,False,2024,2
E00401,2024-02-05,Engineering,Analyst,10.5,14,3.3,1.33,False,2024,2
E00402,2024-02-06,Finance,Manager,9.6,16,1.91,1.67,False,2024,2
E00403,2024-02-07,Engineering,Developer,6.4,13,1.4,2.03,False,2024,2
E00404,2024-02-08,Sales,Consultant,8.9,1,2.08,0.11,False,2024,2
E00405,2024-02-09,Marketing,Developer,4.7,2,1.94,0.43,False,2024,2
E00406,2024-02-10,HR,Manager,5.1,18,2.73,3.53,False,2024,2
E00407,2024-02-11,HR,Technician,4.9,7,2.52,1.43,False,2024,2
E00408,2024-02-12,Engineering,Developer,6.4,12,1.58,1.88,False,2024,2
E00409,2024-02-13,Marketing,Manager,5.5,1,4.84,0.18,False,2024,2
E00410,2024-02-14,Finance,Developer,9.5,11,1.6,1.16,False,2024,2
E00411,2024-02-15,Sales,Analyst,8.1,17,4.22,2.1,False,2024,2
E00412,2024-02-16,Marketing,Manager,7.3,7,1.71,0.96,False,2024,2
E00413,2024-02-17,Marketing,Developer,5.1,1,3.0,0.2,False,2024,2
E00414,2024-02-18,Finance,Consultant,7.1,1,4.98,0.14,False,2024,2
E00415,2024-02-19,HR,Analyst,5.5,8,4.4,1.45,False,2024,2
E00416,2024-02-20,HR,Developer,9.1,8,3.07,0.88,False,2024,2
E00417,2024-02-21,Finance,Consultant,9.5,12,3.88,1.26,False,2024,2
E00418,2024-02-22,Engineering,Manager,9.2,10,4.14,1.09,False,2024,2
E00419,2024-02-23,Sales,Technician,12.0,5,2.2,0.42,False,2024,2
E00420,2024-02-24,HR,Manager,8.4,4,3.25,0.48,False,2024,2
E00421,2024-02-25,Engineering,Developer,7.9,13,3.27,1.65,False,2024,2
E00422,2024-02-26,Marketing,Developer,5.1,17,2.59,3.33,False,2024,2
E00423,2024-02-27,HR,Technician,6.5,19,3.76,2.92,False,2024,2
E00424,2024-02-28,Marketing,Developer,7.6,10,1.24,1.32,False,2024,2
E00425,2024-02-29,Engineering,Analyst,4.4,6,4.26,1.36,False,2024,2
E00426,2024-03-01,Finance,Developer,6.9,3,2.91,0.43,False,2024,3
E00427,2024-03-02,Marketing,Consultant,4.1,2,3.52,0.49,False,2024,3
E00428,2024-03-03,HR,Technician,5.1,10,2.8,1.96,False,2024,3
E00429,2024-03-04,Marketing,Analyst,10.5,10,2.34,0.95,False,2024,3
E00430,2024-03-05,Marketing,Manager,11.7,15,2.44,1.28,False,2024,3
E00431,2024-03-06,HR,Consultant,8.0,17,3.24,2.12,False,2024,3
E00432,2024-03-07,Engineering,Analyst,8.0,20,4.73,2.5,False,2024,3
E00433,2024-03-08,HR,Consultant,9.5,17,2.03,1.79,False,2024,3
E00434,2024-03-09,Sales,Consultant,7.3,11,1.08,1.51,False,2024,3
E00435,2024-03-10,Engineering,Consultant,10.7,14,1.48,1.31,False,2024,3
E00436,2024-03-11,HR,Consultant,7.9,5,4.47,0.63,False,2024,3
E00437,2024-03-12,Finance,Analyst,4.7,11,4.85,2.34,False,2024,3
E00438,2024-03-13,Sales,Manager,4.2,16,1.8,3.81,False,2024,3
E00439,2024-03-14,Engineering,Developer,10.1,12,3.3,1.19,False,2024,3
E00440,2024-03-15,Sales,Technician,6.3,7,3.6,1.11,False,2024,3
E00441,2024-03-16,Marketing,Manager,6.2,6,1.7,0.97,False,2024,3
E00442,2024-03-17,Sales,Consultant,8.3,13,4.12,1.57,False,2024,3
E00443,2024-03-18,Engineering,Developer,5.3,1,2.42,0.19,False,2024,3
E00444,2024-03-19,Sales,Consultant,7.7,8,3.69,1.04,False,2024,3
E00445,2024-03-20,Sales,Consultant,9.9,8,2.95,0.81,False,2024,3
E00446,2024-03-21,Marketing,Technician,10.1,5,3.95,0.5,False,2024,3
E00447,2024-03-22,Marketing,Manager,8.4,7,4.56,0.83,False,2024,3
E00448,2024-03-23,Engineering,Consultant,4.9,1,2.52,0.2,False,2024,3
E00449,2024-03-24,Sales,Developer,4.9,19,2.15,3.88,False,2024,3
E00450,2024-03-25,Engineering,Analyst,10.2,17,3.53,1.67,False,2024,3
E00451,2024-03-26,Sales,Manager,10.6,6,1.58,0.57,False,2024,3
E00452,2024-03-27,Marketing,Manager,6.9,4,1.67,0.58,False,2024,3
E00453,2024-03-28,Engineering,Manager,10.6,12,4.23,1.13,False,2024,3
E00454,2024-03-29,Finance,Technician,4.3,2,2.35,0.47,False,2024,3
E00455,2024-03-30,Finance,Developer,9.8,13,3.53,1.33,False,2024,3
E00456,2024-03-31,Marketing,Technician,8.4,9,3.29,1.07,False,2024,3
E00457,2024-04-01,Marketing,Developer,11.9,18,4.4,1.51,False,2024,4
E00458,2024-04-02,Engineering,Analyst,4.8,20,1.29,4.17,True,2024,4
E00459,2024-04-03,Marketing,Consultant,10.6,2,1.65,0.19,False,2024,4
E00460,2024-04-04,Finance,Manager,10.0,20,1.91,2.0,False,2024,4
E00461,2024-04-05,HR,Analyst,6.4,2,2.27,0.31,False,2024,4
E00462,2024-04-06,Finance,Consultant,12.0,4,2.17,0.33,False,2024,4
E00463,2024-04-07,Finance,Technician,7.6,1,2.07,0.13,False,2024,4
E00464,2024-04-08,Finance,Analyst,6.8,2,3.58,0.29,False,2024,4
E00465,2024-04-09,Engineering,Manager,10.5,4,2.08,0.38,False,2024,4
E00466,2024-04-10,HR,Analyst,7.5,14,2.78,1.87,False,2024,4
E00467,2024-04-11,Finance,Technician,12.0,15,4.45,1.25,False,2024,4
E00468,2024-04-12,Marketing,Consultant,10.2,13,2.45,1.27,False,2024,4
E00469,2024-04-13,Marketing,Technician,5.9,4,3.35,0.68,False,2024,4
E00470,2024-04-14,HR,Analyst,10.5,18,4.86,1.71,False,2024,4
E00471,2024-04-15,Engineering,Technician,8.7,9,2.66,1.03,False,2024,4
E00472,2024-04-16,Engineering,Developer,6.8,16,1.74,2.35,False,2024,4
E00473,2024-04-17,Engineering,Developer,9.7,5,1.09,0.52,False,2024,4
E00474,2024-04-18,Finance,Technician,9.1,7,3.91,0.77,False,2024,4
E00475,2024-04-19,Engineering,Developer,5.3,1,3.65,0.19,False,2024,4
E00476,2024-04-20,Sales,Technician,5.1,10,4.76,1.96,False,2024,4
E00477,2024-04-21,Engineering,Consultant,5.7,14,3.8,2.46,False,2024,4
E00478,2024-04-22,Marketing,Manager,5.7,4,1.32,0.7,False,2024,4
E00479,2024-04-23,Sales,Consultant,4.5,17,1.67,3.78,False,2024,4
E00480,2024-04-24,Marketing,Technician,6.8,9,1.41,1.32,False,2024,4
E00481,2024-04-25,Finance,Developer,8.0177,20,1.26,3.23,False,2024,4
E00482,2024-04-26,HR,Analyst,8.3,20,4.51,2.41,False,2024,4
E00483,2024-04-27,Finance,Manager,6.6,5,3.19,0.76,False,2024,4
E00484,2024-04-28,Marketing,Consultant,9.6,14,1.11,1.46,False,2024,4
E00485,2024-04-29,Sales,Analyst,6.3,4,2.59,0.63,False,2024,4
E00486,2024-04-30,Sales,Consultant,6.1,17,4.06,2.79,False,2024,4
E00487,2024-05-01,Engineering,Developer,10.9,20,1.33,1.83,False,2024,5
E00488,2024-05-02,Marketing,Consultant,11.9,4,2.05,0.34,False,2024,5
E00489,2024-05-03,Engineering,Analyst,8.0177,10,1.62,1.06,False,2024,5
E00490,2024-05-04,Marketing,Manager,4.8,4,3.62,0.83,False,2024,5
E00491,2024-05-05,Finance,Technician,11.7,4,4.54,0.34,False,2024,5
E00492,2024-05-06,Finance,Analyst,10.3,16,2.24,1.55,False,2024,5
E00493,2024-05-07,Engineering,Technician,11.4,7,1.99,0.61,False,2024,5
E00494,2024-05-08,HR,Analyst,11.9,20,2.14,1.68,False,2024,5
E00495,2024-05-09,Finance,Technician,10.9,7,3.51,0.64,False,2024,5
E00496,2024-05-10,Marketing,Technician,5.0,9,1.53,1.8,False,2024,5
E00497,2024-05-11,Engineering,Manager,10.9,17,4.35,1.56,False,2024,5
E00498,2024-05-12,HR,Consultant,6.0,7,1.11,1.17,False,2024,5
E00499,2024-05-13,Engineering,Analyst,9.7,12,3.65,1.24,False,2024,5
E00500,2024-05-14,HR,Technician,10.6,14,4.44,1.32,False,2024,5
E00501,2024-05-15,Marketing,Consultant,10.1,10,2.3,0.99,False,2024,5
E00502,2024-05-16,HR,Technician,9.4,6,2.9,0.64,False,2024,5
E00503,2024-05-17,Finance,Manager,7.9,2,4.9,0.25,False,2024,5
E00504,2024-05-18,Engineering,Consultant,8.6,18,3.16,2.09,False,2024,5
E00505,2024-05-19,HR,Consultant,6.1,16,2.09,2.62,False,2024,5
E00506,2024-05-20,Marketing,Manager,7.3,7,2.78,0.96,False,2024,5
E00507,2024-05-21,HR,Manager,7.6,16,4.88,2.11,False,2024,5
E00508,2024-05-22,Engineering,Consultant,9.1,11,3.79,1.21,False,2024,5
E00509,2024-05-23,HR,Analyst,11.0,8,1.71,0.73,False,2024,5
E00510,2024-05-24,Finance,Analyst,4.7,1,3.39,0.21,False,2024,5
E00511,2024-05-25,Finance,Developer,8.1,1,3.52,0.12,False,2024,5
E00512,2024-05-26,Finance,Consultant,6.2,3,3.54,0.48,False,2024,5
E00513,2024-05-27,Marketing,Consultant,11.5,4,3.26,0.35,False,2024,5
E00514,2024-05-28,Finance,Technician,7.0,19,3.09,2.71,False,2024,5
E00515,2024-05-29,Marketing,Analyst,8.0177,16,3.56,1.38,False,2024,5
E00516,2024-05-30,Sales,Consultant,6.6,5,2.24,0.76,False,2024,5
E00517,2024-05-31,Finance,Developer,4.0,3,2.39,0.75,False,2024,5
E00518,2024-06-01,HR,Developer,10.2,17,3.16,1.67,False,2024,6
E00519,2024-06-02,HR,Analyst,9.9,3,4.22,0.3,False,2024,6
E00520,2024-06-03,Engineering,Consultant,9.8,4,2.77,0.41,False,2024,6
E00521,2024-06-04,Sales,Analyst,7.7,9,2.46,1.17,False,2024,6
E00522,2024-06-05,Finance,Manager,9.3,8,2.04,0.86,False,2024,6
E00523,2024-06-06,Marketing,Consultant,6.9,15,2.21,2.17,False,2024,6
E00524,2024-06-07,Marketing,Developer,4.5,10,1.0,2.22,False,2024,6
E00525,2024-06-08,Marketing,Analyst,8.3,9,4.26,1.08,False,2024,6
E00526,2024-06-09,Marketing,Developer,5.7,15,4.39,2.63,False,2024,6
E00527,2024-06-10,Sales,Analyst,7.4,2,2.38,0.27,False,2024,6
E00528,2024-06-11,HR,Analyst,5.7,4,2.88,0.7,False,2024,6
E00529,2024-06-12,HR,Developer,6.1,6,1.03,0.98,False,2024,6
E00530,2024-06-13,HR,Technician,10.6,2,4.69,0.19,False,2024,6
E00531,2024-06-14,HR,Analyst,6.7,10,4.79,1.49,False,2024,6
E00532,2024-06-15,Marketing,Technician,8.6,12,2.91,1.4,False,2024,6
E00533,2024-06-16,Engineering,Developer,8.5,11,1.04,1.29,False,2024,6
E00534,2024-06-17,Finance,Manager,7.9,14,2.72,1.77,False,2024,6
E00535,2024-06-18,Marketing,Technician,6.7,4,2.17,0.6,False,2024,6
E00536,2024-06-19,Marketing,Developer,9.5,4,1.92,0.42,False,2024,6
E00537,2024-06-20,HR,Technician,4.4,2,1.03,0.45,False,2024,6
E00538,2024-06-21,Marketing,Developer,4.8,1,2.49,0.21,False,2024,6
E00539,2024-06-22,Marketing,Manager,10.3,5,2.65,0.49,False,2024,6
E00540,2024-06-23,HR,Consultant,7.7,6,3.24,0.78,False,2024,6
E00541,2024-06-24,Sales,Technician,5.0,11,2.58,2.2,False,2024,6
E00542,2024-06-25,Sales,Analyst,10.9,12,1.65,1.1,False,2024,6
E00543,2024-06-26,HR,Analyst,7.5,15,3.95,2.0,False,2024,6
E00544,2024-06-27,HR,Manager,4.0,20,2.56,5.0,True,2024,6
E00545,2024-06-28,Finance,Developer,11.7,9,2.51,0.77,False,2024,6
E00546,2024-06-29,Marketing,Technician,5.6,3,2.05,0.54,False,2024,6
E00547,2024-06-30,Sales,Technician,9.5,12,2.69,1.26,False,2024,6
E00548,2024-07-01,Finance,Consultant,5.1,11,1.96,2.16,False,2024,7
E00549,2024-07-02,Marketing,Technician,9.2,6,4.06,0.65,False,2024,7
E00550,2024-07-03,HR,Consultant,5.3,4,4.64,0.75,False,2024,7
E00551,2024-07-04,Marketing,Consultant,11.5,13,4.23,1.13,False,2024,7
E00552,2024-07-05,Marketing,Developer,6.2,13,3.74,2.1,False,2024,7
E00553,2024-07-06,HR,Manager,9.2,15,2.14,1.63,False,2024,7
E00554,2024-07-07,Marketing,Analyst,6.0,9,3.97,1.5,False,2024,7
E00555,2024-07-08,Sales,Manager,7.0,13,4.24,1.86,False,2024,7
E00556,2024-07-09,Marketing,Consultant,11.2,16,2.65,1.43,False,2024,7
E00557,2024-07-10,HR,Manager,5.3,14,4.41,2.64,False,2024,7
E00558,2024-07-11,Sales,Developer,7.2,6,1.73,0.83,False,2024,7
E00559,2024-07-12,Marketing,Analyst,6.4,4,2.16,0.62,False,2024,7
E00560,2024-07-13,Finance,Technician,9.6,5,3.55,0.52,False,2024,7
E00561,2024-07-14,Engineering,Developer,5.9,2,3.47,0.34,False,2024,7
E00562,2024-07-15,Finance,Consultant,9.2,6,2.09,0.65,False,2024,7
E00563,2024-07-16,Engineering,Manager,9.6,4,3.49,0.42,False,2024,7
E00564,2024-07-17,Finance,Analyst,4.0,14,1.75,3.5,False,2024,7
E00565,2024-07-18,Sales,Technician,7.8,19,1.08,2.44,False,2024,7
E00566,2024-07-19,Sales,Consultant,5.1,16,1.2,3.14,False,2024,7
E00567,2024-07-20,HR,Developer,5.8,19,3.14,3.28,False,2024,7
E00568,2024-07-21,Sales,Consultant,9.4,15,1.74,1.6,False,2024,7
E00569,2024-07-22,Marketing,Technician,4.1,6,1.41,1.46,False,2024,7
E00570,2024-07-23,Sales,Manager,9.6,20,2.08,2.08,False,2024,7
E00571,2024-07-24,Marketing,Technician,10.5,13,3.86,1.24,False,2024,7
E00572,2024-07-25,Engineering,Consultant,11.9,12,3.91,1.01,False,2024,7
E00573,2024-07-26,Marketing,Developer,7.4,20,1.93,2.7,False,2024,7
E00574,2024-07-27,Sales,Consultant,5.1,1,1.6,0.2,False,2024,7
E00575,2024-07-28,Finance,Analyst,4.6,5,2.97,1.09,False,2024,7
E00576,2024-07-29,Sales,Technician,7.1,16,2.37,2.25,False,2024,7
E00577,2024-07-30,Engineering,Consultant,9.8,16,2.25,1.63,False,2024,7
E00578,2024-07-31,Engineering,Consultant,4.8,4,4.2,0.83,False,2024,7
E00579,2024-08-01,Engineering,Manager,6.5,14,4.99,2.15,False,2024,8
E00580,2024-08-02,Marketing,Technician,11.0,15,2.85,1.36,False,2024,8
E00581,2024-08-03,Finance,Developer,5.1,2,4.17,0.39,False,2024,8
E00582,2024-08-04,Sales,Technician,10.2,3,2.32,0.29,False,2024,8
E00583,2024-08-05,Sales,Manager,10.0,9,4.37,0.9,False,2024,8
E00584,2024-08-06,HR,Manager,5.1,11,4.81,2.16,False,2024,8
E00585,2024-08-07,Sales,Manager,11.9,1,1.22,0.08,False,2024,8
E00586,2024-08-08,Finance,Manager,5.1,17,4.1,3.33,False,2024,8
E00587,2024-08-09,Engineering,Analyst,8.2,19,1.29,2.32,False,2024,8
E00588,2024-08-10,Marketing,Consultant,4.1,19,2.88,4.63,True,2024,8
E00589,2024-08-11,Finance,Analyst,9.2,8,1.77,0.87,False,2024,8
E00590,2024-08-12,HR,Technician,7.5,11,4.37,1.47,False,2024,8
E00591,2024-08-13,Sales,Technician,9.8,17,4.27,1.73,False,2024,8
E00592,2024-08-14,HR,Technician,9.0,17,4.31,1.89,False,2024,8
E00593,2024-08-15,Finance,Analyst,5.2,20,1.49,3.85,False,2024,8
E00594,2024-08-16,Marketing,Consultant,7.3,4,4.07,0.55,False,2024,8
E00595,2024-08-17,Finance,Developer,9.5,14,2.0,1.47,False,2024,8
E00596,2024-08-18,Sales,Manager,10.9,8,4.08,0.73,False,2024,8
E00597,2024-08-19,Marketing,Analyst,4.7,16,2.77,3.4,False,2024,8
E00598,2024-08-20,Finance,Developer,4.8,12,3.95,2.5,False,2024,8
E00599,2024-08-21,HR,Developer,10.0,13,1.13,1.3,False,2024,8
E00600,2024-08-22,Sales,Manager,8.7,5,2.84,0.57,False,2024,8
E00601,2024-08-23,HR,Technician,7.1,18,4.08,2.54,False,2024,8
E00602,2024-08-24,Marketing,Manager,11.7,20,3.08,1.71,False,2024,8
E00603,2024-08-25,Engineering,Consultant,6.5,2,4.93,0.31,False,2024,8
E00604,2024-08-26,Marketing,Consultant,5.1,1,2.89,0.2,False,2024,8
E00605,2024-08-27,Marketing,Consultant,6.2,6,3.73,0.97,False,2024,8
E00606,2024-08-28,Marketing,Technician,4.7,17,2.25,3.62,False,2024,8
E00607,2024-08-29,Engineering,Developer,8.4,16,2.29,1.9,False,2024,8
E00608,2024-08-30,Marketing,Technician,8.8,16,3.52,1.82,False,2024,8
E00609,2024-08-31,HR,Manager,8.9,6,1.17,0.67,False,2024,8
E00610,2024-09-01,Finance,Manager,10.2,3,4.75,0.29,False,2024,9
E00611,2024-09-02,Marketing,Consultant,9.5,16,3.08,1.68,False,2024,9
E00612,2024-09-03,Finance,Developer,10.8,11,2.01,1.02,False,2024,9
E00613,2024-09-04,Engineering,Consultant,9.3,8,3.55,0.86,False,2024,9
E00614,2024-09-05,Engineering,Consultant,6.4,11,1.79,1.72,False,2024,9
E00615,2024-09-06,Engineering,Developer,8.1,9,4.55,1.11,False,2024,9
E00616,2024-09-07,Engineering,Consultant,8.1,2,4.45,0.25,False,2024,9
E00617,2024-09-08,Marketing,Developer,10.0,17,1.87,1.7,False,2024,9
E00618,2024-09-09,Finance,Consultant,6.4,8,1.45,1.25,False,2024,9
E00619,2024-09-10,Marketing,Analyst,4.4,18,3.53,4.09,True,2024,9
E00620,2024-09-11,Finance,Technician,8.0177,13,2.3,1.16,False,2024,9
E00621,2024-09-12,Finance,Developer,11.6,13,1.67,1.12,False,2024,9
E00622,2024-09-13,HR,Technician,8.0,8,2.1,1.0,False,2024,9
E00623,2024-09-14,HR,Consultant,4.9,3,1.48,0.61,False,2024,9
E00624,2024-09-15,HR,Analyst,8.0,15,4.16,1.88,False,2024,9
E00625,2024-09-16,Engineering,Manager,8.8,15,1.04,1.7,False,2024,9
E00626,2024-09-17,Marketing,Manager,8.2,19,1.17,2.32,False,2024,9
E00627,2024-09-18,HR,Developer,11.8,15,4.13,1.27,False,2024,9
E00628,2024-09-19,Finance,Developer,11.9,3,2.9,0.25,False,2024,9
E00629,2024-09-20,Engineering,Analyst,11.5,16,3.38,1.39,False,2024,9
E00630,2024-09-21,Marketing,Consultant,5.1,15,2.49,2.94,False,2024,9
E00631,2024-09-22,Sales,Analyst,10.9,11,1.36,1.01,False,2024,9
E00632,2024-09-23,Engineering,Consultant,8.5,4,1.63,0.47,False,2024,9
E00633,2024-09-24,Finance,Consultant,6.9,16,1.37,2.32,False,2024,9
E00634,2024-09-25,HR,Technician,9.5,1,3.47,0.11,False,2024,9
E00635,2024-09-26,HR,Technician,10.1,4,4.72,0.4,False,2024,9
E00636,2024-09-27,Finance,Manager,11.6,13,4.99,1.12,False,2024,9
E00637,2024-09-28,HR,Analyst,10.2,14,3.5,1.37,False,2024,9
E00638,2024-09-29,HR,Developer,4.1,2,1.24,0.49,False,2024,9
E00639,2024-09-30,Engineering,Analyst,4.5,18,3.58,4.0,True,2024,9
E00640,2024-10-01,Finance,Developer,6.1,18,3.81,2.95,False,2024,10
E00641,2024-10-02,Sales,Analyst,4.3,1,4.17,0.23,False,2024,10
E00642,2024-10-03,Engineering,Analyst,4.5,3,1.5,0.67,False,2024,10
E00643,2024-10-04,Marketing,Manager,10.3,20,1.93,1.94,False,2024,10
E00644,2024-10-05,HR,Analyst,8.1,20,4.93,2.47,False,2024,10
E00645,2024-10-06,Sales,Analyst,9.0,10,4.15,1.11,False,2024,10
E00646,2024-10-07,Engineering,Consultant,8.0,17,4.03,2.12,False,2024,10
E00647,2024-10-08,Sales,Analyst,7.3,18,4.22,2.47,False,2024,10
E00648,2024-10-09,Engineering,Technician,9.6,7,2.75,0.73,False,2024,10
E00649,2024-10-10,Engineering,Manager,4.7,15,1.77,3.19,False,2024,10
E00650,2024-10-11,Engineering,Analyst,8.3,11,3.76,1.33,False,2024,10
E00651,2024-10-12,HR,Developer,8.9,12,2.43,1.35,False,2024,10
E00652,2024-10-13,HR,Analyst,6.2,2,1.54,0.32,False,2024,10
E00653,2024-10-14,Sales,Consultant,6.5,8,4.59,1.23,False,2024,10
E00654,2024-10-15,Engineering,Developer,8.1,15,2.94,1.85,False,2024,10
E00655,2024-10-16,Sales,Developer,5.6,11,2.75,1.96,False,2024,10
E00656,2024-10-17,Engineering,Developer,10.5,18,2.18,1.71,False,2024,10
E00657,2024-10-18,HR,Analyst,8.3,20,3.79,2.41,False,2024,10
E00658,2024-10-19,Marketing,Manager,7.1,20,1.76,2.82,False,2024,10
E00659,2024-10-20,HR,Technician,9.1,16,1.75,1.76,False,2024,10
E00660,2024-10-21,HR,Developer,10.7,12,2.39,1.12,False,2024,10
E00661,2024-10-22,Engineering,Technician,9.4,15,3.93,1.6,False,2024,10
E00662,2024-10-23,Finance,Analyst,4.5,4,2.1,0.89,False,2024,10
E00663,2024-10-24,Sales,Analyst,9.6,4,4.33,0.42,False,2024,10
E00664,2024-10-25,HR,Manager,9.8,8,4.66,0.82,False,2024,10
E00665,2024-10-26,Marketing,Developer,10.8,1,3.22,0.09,False,2024,10
E00666,2024-10-27,Marketing,Technician,8.0177,11,1.28,2.44,False,2024,10
E00667,2024-10-28,Marketing,Consultant,4.7,12,1.62,2.55,False,2024,10
E00668,2024-10-29,Finance,Developer,7.5,10,2.18,1.33,False,2024,10
E00669,2024-10-30,Engineering,Developer,7.6,18,2.05,2.37,False,2024,10
E00670,2024-10-31,Engineering,Technician,8.9,17,2.47,1.91,False,2024,10
E00671,2024-11-01,Engineering,Developer,6.5,12,1.0,1.85,False,2024,11
E00672,2024-11-02,Sales,Technician,9.9,4,3.55,0.4,False,2024,11
E00673,2024-11-03,Sales,Consultant,9.9,2,2.52,0.2,False,2024,11
E00674,2024-11-04,Finance,Consultant,5.0,6,1.74,1.2,False,2024,11
E00675,2024-11-05,Marketing,Analyst,9.7,16,1.07,1.65,False,2024,11
E00676,2024-11-06,Marketing,Developer,9.6,5,4.43,0.52,False,2024,11
E00677,2024-11-07,Marketing,Developer,5.3,14,4.1,2.64,False,2024,11
E00678,2024-11-08,Sales,Manager,11.6,4,1.96,0.34,False,2024,11
E00679,2024-11-09,Finance,Developer,8.2,9,3.88,1.1,False,2024,11
E00680,2024-11-10,Finance,Manager,10.3,20,3.63,1.94,False,2024,11
E00681,2024-11-11,Marketing,Developer,9.8,7,3.16,0.71,False,2024,11
E00682,2024-11-12,HR,Consultant,5.3,7,2.55,1.32,False,2024,11
E00683,2024-11-13,HR,Analyst,5.0,4,3.1,0.8,False,2024,11
